,Year,Date,District,Address,Building,Cause
1696,2012,09-21,Yau Tong,Ko Cheung Court,Ko Cheung Court,Middle aged male with gambling addiction jumped from the building after his trip to Macau
1697,2012,09-21,Ngau Tau Kok,28/F Lok Wah North Estate,Lok Wah Estate,Middle aged female jumped from the building due to health problem
1698,2012,09-20,Pok Fu Lam,Tower 5 Phase 1 Bel Air,Bel Air,Female hanged herself
1699,2012,09-20,Wong Tai Sin,28 Tsui Fung Street,,Middle aged woman with gambling addiction hanged herself
1700,2012,09-20,Kwai Chung,22/F Chi Shek House,Shek Yam Estate,Middle aged male jumped off the building due to financial problem
1701,2012,09-19,Tsuen Wan,Pak Shue House,Lei Muk Shue Estate,24 year old male suffocated himself with plastic bag
1702,2012,09-19,Mong Kok,"8/F, 1098 Canton Road",,Male victim jumped off the building due to health problem
1703,2012,09-17,Chai Wan,333 Chai Wan Road,Winner Centre,3 months old baby was found dead
1704,2012,09-17,Tsuen Wan,8/F Shanghai House,Tsuen Wan Centre,32 year old woman jumped off the building after an argument with her boyfriend
1705,2012,09-17,Ngau Tau Kok,Fu Shan Estate,Fu Shan Estate,Middle aged woman hanged herself due to health problem
1706,2012,09-16,Lai Chi Kok,Hei Lai House,Wah Lai Estate,"Male was found dead by his mother, victim was believed to be addicted to thinner inhalation"
1707,2012,09-16,Mong Kok,Hoi Yu House,Hoi Fu Court,Senior male hanged himself after a fight with his wife
1708,2012,09-16,Tsim Sha Tsui,Tower 2 The Victoria Towers,The Victoria Towers,33 year old company director was found dead after drinking
1709,2012,09-15,Kwun Tong,Lok Wah Estate,Lok Wah Estate,Young male jumped off from the building due to relationship and financial issues
1710,2012,09-14,Tuen Mun,17/F Tin Lok House,Tin King Estate,Young male committed suicide due to relationship problem
1711,2012,09-14,Wan Chai,"Hung Fook Mansion 357, Lockhart Road",Hung Fook Mansion,middle aged male jumped from the building due to relationship problem
1712,2012,09-13,Kwai Chung,9/F Luen Hei House,Kwai Luen Estate,Male with gambling addiction jumped from the building due to debt problem
1713,2012,09-12,Shau Kei Wan,Oi Ping House,Oi Tung Estate,80 year old male killed himself by jumping from the building due to health problem
1714,2012,09-11,Chai Wan,"6/F Brilliant Court 27, Chai Wan Road",Brilliant Court,18 year old youth jumped from the building due to pressure
1715,2012,09-10,Tin Shui Wai,Tin Siu Estate,Tin Yiu Estate,Old male was robbed and found dead.
1716,2012,09-09,Aberdeen,"4/F Kong Fu Court 23, Nam Ning Street",Aberdeen Centre,25 year old male killed himself by inhaling helium.
1717,2012,09-07,Sau Mau Ping,Lee Ming House,Shun Lee Estate,67 year old male committed suicide due to health problem
1718,2012,09-07,Mei Foo,Phase 4 Mei Foo Sun Chuen,Mei Foo Sun Chuen,Middle aged woman hanged herself due to emotional disorder
1719,2012,09-06,Tsing Yi,Tower 2 Easeful Court,Easeful Court,Young female jumped from the building due to health problem
1720,2012,09-05,Tuen Mun,Tower 8 Botania Villa,Botania Villa,Female teacher jumped from the building due to pressure from work and family.
1721,2012,09-05,Central,"First Mansion 102, Robinson Street",First Mansion,26 year old female architect well dressed herself and committed suicide due to relationship problem.
1722,2012,09-04,Kwun Tong,Tsui Nam House,Tsui Ping Estate,44 year old male jumped from the building
1723,2012,09-04,Central,"Greenland Garden 69, Lyttleton Road",Greenland Garden,81 year old male jumped from the building due to legal issue with Building Department on unauthorized building works
1724,2012,09-02,Sham Shui Po,Lai Lo House,Lai Kok Estate,74 year old female jumped from the building due to health problem
1725,2012,08-29,Diamond Hill,26/F Lung Chu House Lung Poon Court,Lung Poon Court,57 female fell from the building by accident
1726,2012,08-28,Jordan,"1x/F Tower 3 Sorrento 1, Austin Road",Sorrento,23 year old construction worker fell from the building by accident during work
1727,2012,08-22,Sham Shui Po,"3/F Un Tai House, Un Chau Estate",Un Chau Estate,39 year old female hanged herself due to lawsuit
1728,2012,08-20,Sheung Shui,3/F Tin Hor House Tin Ping Estate,Tin Ping Estate,Engaged male had an affair with a prostitute jumped from the building.
1729,2012,08-20,Fanling,"Leng Tsai Village, Ping Che",Leng Tsai Village,Flight attendant killed herself with burning charcoal.
1730,2012,08-17,Aberdeen,12/F Aberdeen Centre,Aberdeen Centre,Female jumped from the building and her head was separated after.
1731,2012,08-17,Tung Chung,46/F Tower 7 Phase 2 Caribbean Coast,Carribbean Coast,Male victim stabbed his wife and jumped from the building.
1732,2012,08-14,Shatin,6/F Sun Chui Estate,Sun Chui Estate,23 year old married female with depression jumped from the building due to relationship problem with her boyfriend.
1733,2012,08-13,Cheung Sha Wan,"Chung Hau Hose, Lei Cheng Uk Estate",Lei Cheng Uk Estate,29 year old female with mental illness threw her newborn baby out from the building.
1734,2012,08-11,Hung Hom,"Cherry Mansion, Whampoa Garden",Whampoa Garden,Male flight attendant killed himself.
1735,2012,08-09,Shatin,"Yu Kui House, Yu Chui Court",Yu Chui Court,40 year old female killed herself with burning charcoal due to her husband's affairs.
1736,2012,08-04,Causeway Bay,"Flat B Kingston Building 2-4, Kingston Street",Kingston Building,New immigrant was strangled by her husband after he failed to save the marriage.
1737,2012,08-03,To Kwa Wan,"3/F 1, Ming Lun Street",,"Lo, 26 year old, hanged himself due to financial problem"
1738,2012,08-02,Yau Ma Tei,22/F Tung Po Court Reclamation Street,Tung Po Court,"Tang, 33 year old woman who suffered from depression, jumped off the building."
1739,2012,07-29,Tuen Mun,"Affluence Garden 33, Tsing Chung Koon Road",Affluence Garden,55 year old female jumped off the building due to sickness.
1740,2012,07-28,Shatin,Tai Che Village,Tai Che Village,"50 year old male, Cheng x Leung was found dead. The victim had gambling problem."
1741,2012,07-26,Happy Valley,"32/F Tower 2 11, Tai Hang Road",Serenade,"Doctor in his 60's, suffered from depression, jumped off the building."
1742,2012,07-26,Ap Lei Chau,"Lei Ning House, Ap Lei Chau Estate",Ap Lei Chau Estate,Bank staff jumped off the building due to pressure at work.
1743,2012,07-23,Tuen Mun,"23/F Block 3 11, Leung Tak Street",Blossom Garden,"Victim in her 60's suffered from depression, attacked her husband and jumped off the building due to investment loss."
1744,2012,07-23,Cheung Sha Wan,Un Chau Estate,Un Chau Estate,20 year old male jumped off the building
1745,2012,07-22,Tuen Mun,31/F Shan King Estate,Shan King Estate,"8 year old boy from mainland, who had never seen an elevator, was playing in one and exited on 31st floor by himself, fell off from the building by accident."
1746,2012,07-20,San Po Kong,"Wah Hing Industrial Mansion 36, Tai Yau Street",Wah Hing Industrial Mansion,49 year old male hanged himself due to financial problem
1747,2012,07-15,Tai Po,"9/F Tower 5, Deerhill Bay",Deerhill Bay,"33 years female victim who suffered from emotional disorder, jumped from the building"
1748,2012,07-11,Tseung Kwan O,"Block 1 Serenity Place 88, Po Hong Road",Serenity Place,Secondary school student jumped off the building before the day of report card distribution.
1749,2012,07-08,Tseung Kwan O,King Nam House King Lam Estate,King Lam Estate,22 year old male was hanged at home and the case is under investigation.
1750,2012,07-07,Tin Shui Wai,Tin Sam Sun Tsuen,Tin Sam Sun Tsuen,A mother of 2 was addicted to cocaine under her husband's influence. She killed herself by burning charcoal at home.
1751,2012,07-04,Sau Mau Ping,Sau Ming House Sau Mau Ping Estate,Sau Mau Ping Estate,"Female in her 30's who was in hotel industry, jumped from the building."
1752,2012,07-01,Sham Shui Po,"131, Kweilin Street Sham Shui Po",,"36 year old male burnt charcoal and killed himself, his death was discovered by the landlord"
1753,2012,06-28,Tseung Kwan O,On Ning Garden,On Ning Garden,"23 year old who was graduating from grad school, jumped off the building due to pressure from school."
1754,2012,06-27,Kwai Chung,"Kwai Chung Building 18-20, Shek Pui Street",Kwai Chung Building,"Female victim burnt charcoal at home, which killed herself and her 2 dogs."
1755,2012,06-25,Causeway Bay,"1/F Sun On Mansion 28, Cannon Street",Sun On Mansion,Male engaged in cross-dressing killed himself due to syphilis and eye sickness
1756,2012,06-23,Pok Fu Lam,Block 3 The Belcher's,,Previous singer jumped off the building due to depression.
1757,2012,06-23,Tsuen Wan,"174, Castle Peak Road",,Old male with no id was found death.
1758,2012,06-06,Kwai Chung,Kwai Shing West Estate,Kwai Shing West Estate,43 year old male jumped off the building and fell on the exact same spot as his wife who killed herself 15 months ago.
1759,2012,06-06,Tin Shui Wai,Shui Kwok House Tin Shui Estate,Tin Shui Estate,Man wore only shorts fell from the building.
1760,2012,06-05,Tin Shui Wai,Shui Kwok House Tin Shui Estate,Tin Shui Estate,"Man with a loving family recently complained to his wife about work pressure, jumped off the building."
1761,2012,05-30,Kwai Fong,Kwai Foon House Kwai Fong Estate,Kwai Fong Estate,Woman fell from the window by accident when she was changing the sheets.
1762,2012,05-11,Wong Tai Sin,Wang Yip House Wang Tau Hom Estate,Wang Tau Hom Estate,Young male fell from the building. No suicide note was found.
1763,2012,05-03,Shatin,Mei Wai House Mei Lam Estate,Mei Lam Estate,"Female with tattoo on right arm, fell from the building."
1764,2012,04-12,Tung Chung,"22/F Heung Yat House, Yat Tung Estate",Yat Tung Estate,"22 year old youth, Lau jumped off from 22/F. His mother traumatized and was sent to hospital."
1765,2012,03-26,Tuen Mun,"Oi Fai House, Yau Oi Estate",Yau Oi Estate,"20year old young female who stayed home for the past 3 years, fell off from home. Evidence shows that she suffered from emotional problem."
1766,2012,02-29,Cheung Chau,"Nga Ning Court, Cheung Chau",Nga Ning Court,"20 year old anorexic female with body weight of 70 lbs, fell and fainted at home. She was found dead in the hospital"
1767,2012,02-13,Tsing Yi,Wah Bik House Ching Wah Court,Ching Wah Court,80 year old male fell off from the building due to long term illness.
1768,2012,01-17,Tuen Mun,Ting Tai House On Ting Estate,On Ting Estate,29 year old male burnt charcoal at first and then jumped off the building due to relationship problem
1769,2012,01-12,Wan Chai,60 Johnston Road,Jsenses,A doctor jumped off the building.
1770,2012,01-09,Ho Man Tin,Classic Mansion Soares Avenue,Classic Mansion,43 year old male burnt charcoal due to financial issue and was found dead by his wife
1771,2012,01-08,Sham Shui Po,Fu Cheong,,
1772,2012,01-02,Kwun Tong,Tsui Mui House Tsui Ping Estate,Tsui Ping Estate,36 year old burnt charcoal at home due to debt and relationship problem and was found dead by his mother
1773,2011,12-23,Shatin,Sun Fong House Sun Tsui Estate,Sun Chui Estate,60 year old female jumped off the building and left a death note
1774,2011,12-08,Diamond Hill,Block 2 Pik Fung House Fung Tak Estate,Fung Tak Estate,"51 year old male, found dead in bed."
1775,2011,12-06,Shatin,"Block 7 Kwong Cheung House, Kwong Yuen Estate",Kwong Yuen Estate,Old male was found dead
1776,2011,11-27,Prince Edward,Sai Cheung Wing Building,Sai Cheung Wing Building,Young female texted and asked her boyfriend to meet her but he sent his sister instead. Victim jumped off the building in front of the sister
1777,2011,11-22,Wong Tai Sin,6/F Fu Yuen House Chuk Yuen Estate,Chuk Yuen Estate,52 year old male jumped off the building due to debt issue
1778,2011,11-15,Chai Wan,5/F Block 6 Harmony Garden,Harmony Garden,10 year old kid jumped off the building before school due to pressure.
1779,2011,11-07,Fanling,10/F Fuk Lok House Ka Fuk Estate,Ka Fuk Estate,20year old male victim jumped off the building due to relationship problem
1780,2011,10-28,Shau Kei Wan,11/F Fung Yuen Building,Fung Yuen Building,"Male was found dead after long night of drinking, wife found his body in the building's corridor"
1781,2011,10-19,Tai Po,17/F Tai Lok House Tai Yuen Tsuen,Tai Yuen Tsuen,41 year old female jumped off the building in front of her husband.
1782,2011,10-06,Shatin,Block 4 Kwong Min House Kwong Yuen Estate,Kwong Yuen Estate,23 year old male jumped off the building
1783,2011,10-03,Cheung Chau,Block 26 Bela Vista Villa,Bela Vista Villa,"Couple in their 30's burnt charcoal, female victim was found dead."
1784,2011,09-25,Sheung Shui,14/F Tin Ping Estate,Tin Ping Estate,12 year old girl jumped off the building due to relationship and school problems
1785,2011,09-19,Kennedy Town,"Timley Court 99, Catchick Street",Timley Court,38 year old female designer was found dead due to illness
1786,2011,09-15,Wong Tai Sin,35/F Yung Yuen House Chuk Yuen North Estate,Chuk Yuen Estate,67 year old female blindfolded herself and jumped off the building due to her suffering of insomnia
1787,2011,09-12,Kwun Tong,"10/F Block B 28, Yuet Wah Street",Tai Hong Building,66 year old male jumped off the building
1788,2011,09-05,Wong Tai Sin,Mui Yuen House Chuk Yuen Estate,Chuk Yuen Estate,91 year old male fell off from the building
1789,2011,08-25,Chai Wan,Tsui Luk House Tsui Lok Estate,Tsui Lok Estate,21 year old male jumped off the building after a fight with his girlfriend
1790,2011,08-17,Tin Shui Wai,Yun Chak House Tin Chak Estate,Tin Chak Estate,9 year old boy was found dead due to sickness
1791,2011,08-14,Shatin,Ming Shun House Yuet Ming Estate,Yuet Ming Estate,80 year old male fell off from the building
1792,2011,08-12,Tsuen Wan,17/F Hing Lok House Kwai Hing Estate,Kwai Hing Estate,Female jumped off the building due to her cancer
1793,2011,08-11,Tsuen Wan,Ha Kwai House Kwai Chung Estate,Kwai Chung Estate,Security guard noticed strong odor and found a 77 year old male resident dead in the flat
1794,2011,08-11,Shatin,Green Heron House Sha Kok Estate,Sha Kok Estate,77 year old male was found dead
1795,2011,08-08,Tsuen Wan,81 Tai Pa Street,,Middle aged male burnt charcoal due to debt issue
1796,2011,08-02,Tuen Mun,Wu Yuet House Wu King Estate,Wu King Estate,Female jumped off the building and left a death note
1797,2011,08-01,Ho Man Tin,Ming on Street,,"63 year old male jumped off the building and left a death note, regarding his illness"
1798,2011,08-01,Tsing Yi,King Fat House Cheung Fat Estate,Cheung Fat Estate,Senior female jumped off the building due to sickness
1799,2011,07-28,Mong Kok,"9/F 12, Tung Choi Street",,28 year old male jumped off the building after a fight with his father
1800,2011,07-24,Sham Shui Po,Lai Kuk House Lai Kok Estate,Lai Kok Estate,60 year old male attempted burglary and fell off from the building
1801,2011,07-19,Fanling,Block CYung Wah House Yung Shing Court,Yung Shing Court,55 years male with depression burnt charcoal in the bathroom
1802,2011,07-18,Yuen Long,Yee Fung Garden Ma Tin Road,Yee Fung Garden,50 year old victim jumped off the building due to divorce
1803,2011,07-17,Tin Shui Wai,Heng Tsui House Tin Heng Estate,Tin Heng Estate,56 year old male victim was found dead
1804,2011,07-17,Yuen Long,Yuen Kong San Tsuen Kam Sheung Road,Yuen Kong San Tsuen,66 year old male killed himself due to sickness
1805,2011,07-16,Shatin,8/F Kwong Yeung House Kwong Yuen Estate,Kwong Yuen Estate,31 year old male fell off from the building during construction
1806,2011,07-12,Kwai Fong,Hing Fuk House Kwai Hing Estate,Kwai Hing Estate,"Young male victim caught a cold and passed out at home, found death in the hospital"
1807,2011,07-12,Kwai Fong,19/F Chui Shue House Lei Muk Shue Estate,Lei Muck Shue Estate,"Male victim, Chu Chi Yung (aged 44) asked his wife to sleep first and jumped off the kitchen's window right after."
1808,2011,07-08,Sham Shui Po,Cheong Shun House Nam Cheong Estate,Nam Cheong Estate,Male victim jumped off the window and found death in the underground tunnel next to the building
1809,2011,07-07,Tuen Mun,Block 10 Tin Lok House Tin King Estate,Tin King Estate,Female victim hang herself at home
1810,2011,06-28,Tsuen Wan,Block 20 Hoi Kwai Mansion Riviera Garden,Riviera Garden,Male Assistant Officer II of Correctional Services aged 47 left a death note about unable to repay his debt. He killed himself by burning charcoal.
1811,2011,06-27,Shatin,Fook Hoi House Lek Yuen Estate,Lek Yuen Estate,Male aged 30 jumped off the building .
1812,2011,06-25,Shau Kei Wan,"Lai Wan Building 33-35, Shau Kei Wan Road",Lai Wan Building,"Female dental nurse aged 50, found sudden death at home without significant reason"
1813,2011,06-21,Ngau Tau Kok,"Tsui Shek House, Ping Shek Estate Ngau Chi Wan",Ping Shek Estate,"Old lady in her 80's, who needed to care of her disabled husband and mentally challenged daughter fell and found death at home"
1814,2011,06-21,Shatin,2/F Hin Fu House Hin Keng Estate,Hin Keng Estate,Young male was found in coma at home and death in the hospital
1815,2011,06-19,Tuen Mun,Po Tin Estate,Po Tin Estate,Male victim aged 47 burnt charcoal at home. Security noticed serious odor and called the police. Decomposed corpse was found.
1816,2011,06-13,Kwun Tong,Man Wah House Lok Wah South Estate Kwun Tong,Lok Wah South Estate,Female victim aged 91 jumped off the building due to unbearable long term illness
1817,2011,06-09,Yau Ma Tei,"87, Woosung Street Yau Ma Tei",,Male victim aged 70 hanged himself due to long term illness.
1818,2011,06-07,Shatin,Block 4 Man Lai Court Shatin,Man Lai Court,Young male aged 15 was studying at home and went into a coma. Found death in the hospital.
1819,2011,06-06,Tuen Mun,Block 6 Glorious Garden Lung Mun Road Tuen Mun,Glorious Garden,Middle aged woman jumped off the building while her family was asleep.
1820,2011,06-05,Central,"Corona Garden 91-93, Kennedy Road",Corona Garden,Old lady in her 80's jumped off the building due to long term illness
1821,2011,05-30,Sham Tseng,26/F Bellagio Sham Tseng,Bellagio,60 year old male returned from Mainland and stayed with his daughter temporary. They argued over money and the father was forced to leave the flat. Father jumped off the building in front of police and family.
1822,2011,05-27,Quarry Bay,Kornhill Quarry Bay,Kornhill,"53 year old male, last name Lam was found dead outside the building."
1823,2011,05-26,Kwun Tong,Tat Tsui House Po Tat Estate Sau Mau Ping Road Kwun Tong,Po Tat Estate,Family found old lady hanged herself in the bathroom.
1824,2011,05-24,Aberdeen,Wah Hing House Wah Fu Estate,Wah Fu Estate,Male victim in 60's left a death note regarding his illness and jumped off the building.
1825,2011,05-24,Aberdeen,Pik Yuen House Shek Pai Wan Estate,Pik Yuen House,"Cheung, 53 year old male with long term illness, was found dead in bed by his mother."
1826,2011,05-23,Cheung Sha Wan,Fook Ming House Fortune Estate Cheung Sha Wan,Fortune Estate,49 year old male died due to his illness
1827,2011,05-22,Kwun Tong,Lee Hong House Shun Lee Estate,Shun Lee Estate,50 year old male died from sudden death
1828,2011,05-21,Ma On Shan,"33/F Yiu Chung House, Yiu On Estate Ma On Shan",Yiu On Estate,Female victim jumped off the building due to relationship problems
1829,2011,05-20,Ngau Tau Kok,36/F Choi Sin House Choi Fook Estate Ngau Tau Kok,Choi Fook Estate,"Divorced woman burnt charcoal at home due to financial issue and was found death after a month, the body started decomposing."
1830,2011,05-18,Ngau Tau Kok,34/F Choi Sing House Choi Ha Estate,Choi Ha Estate,Old male victim jumped off the building due to lung disease and financial issue.
1831,2011,05-15,Tseung Kwan O,Block 7 King Yu House King Lam Estate Tseung Kwan O,King Lam Estate,55 year old male hanged himself in the kitchen since the doctor told him about the result of the r-ray regarding his lungs.
1832,2011,05-13,Yuen Long,"21/F Yuk Lung Mansion 18, Fung Kam Street Yuen Long",Yuk Lung Mansion,"34 year old male drug addict, jumped off the building naked and after drug taken."
1833,2011,05-13,Yau Tong,37/F Ying Lai House Yau Lai Estate Yau Tong,Yau Lai Estate,"Young mother suffered from Postnatal Depression and worried about financial issue, jumped off the building."
1834,2011,05-05,Kwai Fong,Chi Shek House Shek Yam Estate Kwai Chung,Shek Yam Estate,Female jumped off the building since unemployment and relationship problem
1835,2011,05-04,Shatin,"Block C Greenwood Garden 7 - 11, Sha Kok Street Shatin",Greenwood Garden,40 year old female jumped off the building due to her long term illness
1836,2011,05-02,Chai Wan,Block 1 Koway Court Chai Wan,Koway Court,19 year old female breathed in smoke due to the short circuit of her computer.
1837,2011,05-02,Tuen Mun,Oi Tak House Yau Oi Estate,Yau Oi Estate,Female with drug addiction on Thinner attempted to burn charcoal and accidentally burnt the thinner she was taking. Burnt to death
1838,2011,05-01,Tsim Sha Tsui,"4/F 19, Hankow Road Tsim Sha Tsui",,Indonesian female found death of falling off from 4th floor.
1839,2011,05-01,Chai Wan,"Sun Lee Building 6 -28, Ngoi Man Street Chai Wan",Sun Lee Building,Bar owner jumped off the due to both financial and relationship problems
1840,2011,04-30,Mong Kok,"3/F Wah Lok Building 100, Shantung Street",Wah Lok Building,Female in her 70's jumped off the building since her husband was divorcing her.
1841,2011,04-27,Tseung Kwan O,22/F Tsui Lam Estate Tseung Kwan O,Tsui Lam Estate,Youngster jumped off the building.
1842,2011,04-25,Tuen Mun,4/F Block 4 Handsome Court Tuen Mun,Handsome Court,58 year old woman jumped off the building due to her unbearable illness
1843,2011,04-24,Tsing Yi,Hong Tai House Cheung Hong Estate,Cheung Hong Estate,66 year old woman burnt charcoal due to her long term illness
1844,2011,04-24,Tsing Yi,Hang Chi House Cheung Hang Estate Tsing Yi,Cheung Hang Estate,53 year old male jumped off the building due to his long term illness
1845,2011,04-23,Tseung Kwan O,Ming Tao House Ming Tak Estate Tseung Kwan O,Ming Tak Estate,"40 year old male who suffered from brain illness, jumped off the building."
1846,2011,04-22,Tin Shui Wai,36/F Heng Cheuk House Tin Heng Estate Tin Shui Wai,Tin Heng Estate,Soccer player jumped off the building due to financial and relationship problem
1847,2011,04-21,Kwai Fong,Hiu Kwai House Kwai Chung Estate,Kwai Chung Estate,Divorced woman burnt charcoal due to the failure on her new relationship.
1848,2011,04-18,Wong Tai Sin,32/F Toi Fung House Fung Tak Estate Wong Tai Sin,Fung Tak Estate,Old male in his 70's jumped off the building due to his thyroid problem.
1849,2011,04-16,Ma On Shan,Chung Chi House Chung On Estate Ma On Shan,Chung On Estate,Middle aged woman who suffered from mental disorder jumped off the building
1850,2011,04-15,Ho Man Tin,"17/F Block 1 The Regalia 33, King's Park Rise",The Regalia,Middle aged woman jumped off the building due to her emotional issues
1851,2011,04-13,Fanling,2 Wing Ling Village Sui Wan Road Fanling,,"Village house caught a fire, fireman found a burnt male body"
1852,2011,04-11,Sai Wan,"Kam Ling Court 10, Whitty Street Western District",Kam Ling Court,University graduate who worked in a logistic company unable to take the pressure at work and burnt charcoal at home
1853,2011,04-07,Tin Shui Wai,Yiu Hing House Tin Yiu Estate Tin Shui Wai,Tin Yiu Estate,Old male jumped off the building due to his long term illness
1854,2011,04-04,Ma On Shan,22/F Tower 8 Lake Silver Ma On Shan,Lake Silver,"Female victim unable to bear her illness on cancer, jumped off the building while her domestic helper was not noticing."
1855,2011,04-04,Ma On Shan,5/F Tower 8 Lake Silver Ma On Shan,Lake Silver,"Female victim unable to bear her illness on cancer, jumped off the building while her domestic helper was not noticing."
1856,2011,03-30,North Point,"490, King's Road North Point",,"Female victim who once tried to kill herself, burnt charcoal again and finished her life due to financial problem. Police found her credit card bills of $100,000 outstanding"
1857,2011,03-28,North Point,"95, Tin Hau Temple Road North Point",,Male victim burnt charcoal at a relative's home.
1858,2011,03-28,Tai Po,31/F Shin Tsui House Fu Shin Estate Tai Po,Fu Shin Estate,"Female victim was helping her mother to dry the clothes outside the window, she lost her balance and fell off the building"
1859,2011,03-27,Yau Tong,Lei Sang House Lei Yue Mun Estate Yau Tong,Lei Yue Mun Estate,Divorced male burnt charcoal at home. Found death by his ex-wife and daughter
1860,2011,03-25,Quarry Bay,"Gee Lan Mansion Westlands Court 5, Westlands Road Quarry Bay",Westlands Court,Old male in his 80's jumped off the building
1861,2011,03-22,Wong Tai Sin,10/F Wang Fai House Wang Tau Hom Estate,Wang Tau Hom Estate,"A couple started a fight and the husband killed and slaughtered his wife with a knife, husband jumped off the building before the police arrived"
1862,2011,03-21,Shatin,Block 18 City One Shatin,City One,"Divorced woman unable to take the news of her husband and his new lover's gathering in Mainland , hanged herself at home"
1863,2011,03-19,Central,Fairlane Towers Bowen Road,Fairlane Towers,"Business man unable to bear his kidney cancer, jumped off the building"
1864,2011,03-14,Sham Tseng,Ocean Pointe Sham Tsend,Ocean Pointe,"Rich kid suffered from health, relationship and work problems burnt charcoal at home"
1865,2011,03-14,Tai Po,"42, Fu Shin Street Tai Po",,58 year old male found death burning charcoal at home
1866,2011,03-13,Ma On Shan,11/F Block K Sunshine City Ma On Shan,Sunshine City,Old woman jumped off the building while her family was not noticing
1867,2011,03-12,Kowloon Tong,One Beacon Hill Tower Kowloon Tong,One Beacon Hill,Young female who had a relationship problem jumped off from the balcony of her friend's house
1868,2011,03-07,Chai Wan,Hing Wah Estate Chai Wan,Hing Wah Estate,Security guard notices suspicious odor and called the police. Old male in his 70's was found death on the sofa
1869,2011,03-06,Kwai Fong,11/F Block 10 Kwai Shing West Estate,Kwai Shing West Estate,"Couple argued over family issues, wife jumped off the building in front of her husband."
1870,2011,03-05,Fanling,25/F Chung Ming House Wah Ming Estate Fanling,Wah Ming Estate,"26 female nurse was pregnant but argued with her boyfriend frequently, jumped off the building while her mother was asleep"
1871,2011,03-04,Yuen Long,Village House Yuen Kong Tsuen Yuen Long,Yuen Kong Tsuen,"Male burnt charcoal before his birthday, he suffered from emotional problems of his mother's death and relationship problems"
1872,2011,03-02,Tsing Yi,Hong Fung House Cheung Hong Estate,Cheung Hong Estate,"33 year old female addict was released from prison and stayed at her sister's place, rejected by family from borrowing money. Female was caught taking drugs and argued with her family, jumped off the building"
1873,2011,03-02,Fanling,Cheung Chung House Cheung Wah Estate,Cheung Wah Estate,28 year old female who had mental disorder jumped off the building
1874,2011,03-01,Tsuen Wan,Fu Wing House Tai Wo Hau Estate Tsuen Wan,Tai Wo Hau Estate,20 year old secondary student killed himself at home.
1875,2011,02-28,Tsuen Wan,Fu Man House Tai Wo Hau Estate Tsuen Wan,Tai Wo Hau Estate,Old woman jumped off the building due to her long term illness while her were asleep
1876,2011,02-25,Chai Wan,19/F Tsui Hong House Tsui Wan Estate,Tsui Wan Estate,Middle aged male jumped off the building due to financial problem
1877,2011,02-22,Aberdeen,Tung Sing Road Aberdeen,,A woman found her brother killed himself by burning charcoal
1878,2011,02-22,Tai Po,Heng Cheong House Fu Heng Estate,Fu Heng Estate,31 year old male killed himself by burning charcoal
1879,2011,02-16,Sham Shui Po,"144, Tai Nan Street Sham Shui Po",,87 year old male hanged himself
1880,2011,02-14,Sham Shui Po,Wing Shing Building Castle Peak Road Sham Shui Po,Wing Shing Building,50 year old female hanged herself at home.
1881,2011,02-13,Aberdeen,Wah Tai House Wah Fu Estate Aberdeen,Wah Fu Estate,25 year old male jumped off the building due to his lung cancer
1882,2011,02-13,Kwun Tong,Tsui Yeung House Tsui Ping Estate Kwun Tong,Tsui Ping Estate,74 year old male jumped off the building
1883,2011,02-13,Kwai Fong,Shek Wai House Shek Lei Estate Kwai Chung,Shek Lei Estate,"70 year old male called the police about being beaten up, found death by his wife."
1884,2011,02-10,Kwai Fong,Chin Kwai House Kwai Chung Estate Kwai Chung,Kwai Chung Estate,"46 year old woman burnt charcoal at home, left a death note"
1885,2011,02-10,Tung Chung,Sin Yat House Yat Tung Estate,Yat Tung Estate,55 year old female hanged herself in the kitchen
1886,2011,02-10,Tsing Yi,Hang Yee House Cheung Hang Estate,Cheung Hang Estate,24 year old male jumped off the building
1887,2011,02-06,Tsing Yi,Ching Pak House Cheung Ching Estate,Cheung Ching Estate,76 year old male jumped off the building due to his long term illness
1888,2011,02-05,Tsuen Wan,6/F Soochow House Tsuen Wan Centre,Tsuen Wan Centre,Middle aged male burnt charcoal due to family and relationship problems
1889,2011,02-04,Yuen Long,Tower 2 Greenfields Yuen Long,Greenfields,Woman with emotional disorder jumped off the building
1890,2011,02-02,Shatin,Tai Wo House Wo Che Estate,Wo Che Estate,20 year old male who suffered from emotional disorder jumped off the building
1891,2011,02-02,Tin Shui Wai,Yan Ying House Tin Yan Estate Tin Shui Wai,Tin Yan Estate,34 year old female jumped off the building
1892,2011,02-01,Shatin,23/F Grenville Heights Belair Gardens,Belair Gardens,Indonesian domestic helper lost her balance while cleaning the windows
1893,2011,02-01,Sheung Shui,Choi Pik House Choi Po Court Sheung Shui,Choi Po Court,"Grandchild visited old lady and found her in coma, her house looked like being robbed"
1894,2011,01-31,Central,"32, Staunton Street Central",,Middle aged male visited his relative and burnt charcoal at his relative's place
1895,2011,01-31,Chai Wan,Walton Estate Chai Wan,Walton Estate,Male victim lost his balance while cleaning the window
1896,2011,01-27,Yuen Long,Tower 5 La Grove Shap Pat Heung Road Yuen Long,La Grove,36 year old secondary female teacher faced marriage crisis jumped off the building after sending a text message to her husband
